Year,Strata_TimeID,Strata,Report_Group,grpID,Mean,SD,95CIL,95CIU
2007,25,4,Fall US,15,0.239,0.0906,0.076,0.43
2007,25,4,Mainstem+Upper CA,16,0.3338,0.0618,0.215,0.457
2007,25,4,Border US+Canada,17,0.5362,0.0721,0.402,0.685
2007,25,4,Total USA,18,0.661,0.0629,0.534,0.779
2007,25,4,Total Canada,19,0.3389,0.0629,0.22,0.466
2007,26,5,Total Summer,2,0.0961,0.0391,0.0419,0.197
2007,26,5,Lower Summer,4,0.0945,0.0392,0.04,0.197
2007,26,5,Tanana Summer,8,0.0017,0.0052,0,0.018
2007,26,5,Total Fall,9,0.9039,0.0391,0.803,0.958
2007,26,5,Tanana Fall,10,0.148,0.0425,0.072,0.237
2007,26,5,Border US,11,0.4151,0.0785,0.263,0.572
2007,26,5,Border CA,12,0.1916,0.0698,0.06,0.335
2007,26,5,Porcupine CA,13,0.0005,0.0025,0,0.005
2007,26,5,Mainstem CA,14,0.1911,0.0697,0.06,0.334
2007,26,5,Upper Canada,1,0.1489,0.0282,0.096,0.207
2007,26,5,White UC,3,0.1475,0.0279,0.095,0.205
2007,26,5,Teslin UC,6,0.0013,0.0042,0,0.015
2007,26,5,Fall US,15,0.5632,0.0786,0.4,0.711
2007,26,5,Mainstem+Upper CA,16,0.3401,0.0719,0.2,0.488
2007,26,5,Border US+Canada,17,0.7557,0.0511,0.646,0.846
2007,26,5,Total USA,18,0.6594,0.072,0.512,0.799
2007,26,5,Total Canada,19,0.3405,0.072,0.201,0.488
2007,27,6,Total Summer,2,0.0534,0.0275,0.016,0.124
2007,27,6,Lower Summer,4,0.0501,0.0266,0.015,0.119
2007,27,6,Tanana Summer,8,0.0034,0.0087,0,0.031
2007,27,6,Total Fall,9,0.9465,0.0275,0.875,0.984
2007,27,6,Tanana Fall,10,0.368,0.0517,0.269,0.472
2007,27,6,Border US,11,0.2159,0.0757,0.075,0.365
2007,27,6,Border CA,12,0.1855,0.0697,0.062,0.325
2007,27,6,Porcupine CA,13,0.0393,0.0473,0,0.151
2007,27,6,Mainstem CA,14,0.1462,0.0717,0.001,0.297
2007,27,6,Upper Canada,1,0.1768,0.0304,0.122,0.24
2007,27,6,White UC,3,0.1763,0.0303,0.122,0.24
2007,27,6,Teslin UC,6,0.0006,0.0024,0,0.006
2007,27,6,Fall US,15,0.5839,0.0744,0.438,0.724
2007,27,6,Mainstem+Upper CA,16,0.3231,0.0732,0.178,0.472
2007,27,6,Border US+Canada,17,0.5784,0.054,0.469,0.682
2007,27,6,Total USA,18,0.6375,0.0713,0.497,0.769
2007,27,6,Total Canada,19,0.3624,0.0713,0.2309,0.503
2007,28,7,Total Summer,2,0.1196,0.052,0.041,0.241
2007,28,7,Lower Summer,4,0.1149,0.0503,0.039,0.234
2007,28,7,Tanana Summer,8,0.0047,0.0145,0,0.052
2007,28,7,Total Fall,9,0.8804,0.052,0.759,0.958
2007,28,7,Tanana Fall,10,0.3351,0.0907,0.165,0.52
2007,28,7,Border US,11,0.3446,0.1125,0.114,0.565
2007,28,7,Border CA,12,0.0696,0.0887,0,0.307
2007,28,7,Porcupine CA,13,0.0051,0.02,0,0.07
2007,28,7,Mainstem CA,14,0.0646,0.0885,0,0.306
2007,28,7,Upper Canada,1,0.1306,0.0515,0.049,0.244
2007,28,7,White UC,3,0.1296,0.0512,0.048,0.243
2007,28,7,Teslin UC,6,0.001,0.0046,0,0.011
2007,28,7,Fall US,15,0.6799,0.1069,0.437,0.851
2007,28,7,Mainstem+Upper CA,16,0.1952,0.0984,0.059,0.435
2007,28,7,Border US+Canada,17,0.5451,0.0924,0.362,0.726
2007,28,7,Total USA,18,0.7996,0.0982,0.562,0.938
2007,28,7,Total Canada,19,0.2003,0.0982,0.061,0.438
2007,29,8,Total Summer,2,0.0216,0.0139,0.003,0.055
2007,29,8,Lower Summer,4,0.021,0.0136,0.003,0.054
2007,29,8,Tanana Summer,8,0.0007,0.0025,0,0.007
2007,29,8,Total Fall,9,0.9783,0.0139,0.945,0.997
2007,29,8,Tanana Fall,10,0.5216,0.0489,0.424,0.617
2007,29,8,Border US,11,0.1105,0.0641,0,0.251
2007,29,8,Border CA,12,0.177,0.0612,0.054,0.296
2007,29,8,Porcupine CA,13,0.1025,0.0619,0,0.223
2007,29,8,Mainstem CA,14,0.0744,0.0524,0,0.187
2007,29,8,Upper Canada,1,0.1689,0.0292,0.115,0.23
2007,29,8,White UC,3,0.1686,0.0291,0.115,0.229
2007,29,8,Teslin UC,6,0.0004,0.0016,0,0.004
2007,29,8,Fall US,15,0.6321,0.0649,0.5069,0.763
2007,29,8,Mainstem+Upper CA,16,0.2434,0.0587,0.139,0.363
2007,29,8,Border US+Canada,17,0.4566,0.049,0.361,0.554
2007,29,8,Total USA,18,0.6538,0.0641,0.532,0.785
2007,29,8,Total Canada,19,0.3461,0.0642,0.215,0.468
2007,30,9,Total Summer,2,0.013,0.019,0,0.067
2007,30,9,Lower Summer,4,0.011,0.018,0,0.062
2007,30,9,Tanana Summer,8,0.002,0.007,0,0.02
2007,30,9,Total Fall,9,0.987,0.019,0.933,1
2007,30,9,Tanana Fall,10,0.721,0.067,0.583,0.845
2007,30,9,Border US,11,0.054,0.07,0,0.222
2007,30,9,Border CA,12,0.073,0.062,0,0.21
2007,30,9,Porcupine CA,13,0.004,0.016,0,0.053
2007,30,9,Mainstem CA,14,0.069,0.063,0,0.207
2007,30,9,Upper Canada,1,0.139,0.042,0.068,0.23
2007,30,9,White UC,3,0.138,0.042,0.067,0.229
2007,30,9,Teslin UC,6,0.001,0.004,0,0.01
2007,30,9,Fall US,15,0.776,0.074,0.622,0.903
2007,30,9,Mainstem+Upper CA,16,0.208,0.074,0.086,0.361
2007,30,9,Border US+Canada,17,0.266,0.066,0.145,0.403
2007,30,9,Total USA,18,0.788,0.073,0.636,0.912
2007,30,9,Total Canada,19,0.212,0.073,0.088,0.364
2008,31,1,Total Summer,2,0.992,0.0091,0.973,1
2008,31,1,Lower Summer,4,0.766,0.0697,0.648,0.876
2008,31,1,Middle Summer,5,0.226,0.0702,0.116,0.345
2008,31,1,UppKoy+Main,7,0.224,0.0703,0.113,0.343
2008,31,1,Tanana Summer,8,0.002,0.0065,0,0.016
2008,31,1,Total Fall,9,0.008,0.0091,0,0.027
2008,31,1,Tanana Fall,10,0.001,0.0032,0,0.07
2008,31,1,Border US,11,0.003,0.0067,0,0.018
2008,31,1,Border CA,12,0.003,0.0052,0,0.014
2008,31,1,Porcupine CA,13,0.001,0.004,0,0.006
2008,31,1,Mainstem CA,14,0.002,0.0033,0,0.01
2008,31,1,Upper Canada,1,0.001,0.0025,0,0.005
2008,31,1,White UC,3,0.001,0.0022,0,0.004
2008,31,1,Teslin UC,6,0,0.001,0,0
2008,31,1,Fall US,15,0.004,0.0074,0,0.02
2008,31,1,Mainstem+Upper CA,16,0.003,0.0047,0,0.012
2008,31,1,Border US+Canada,17,0.007,0.0086,0,0.025
2008,31,1,Total USA,18,0.997,0.0057,0.985,1
2008,31,1,Total Canada,19,0.003,0.0057,0,0.015
2008,32,2,Total Summer,2,0.996,0.0056,0.985,1
2008,32,2,Lower Summer,4,0.716,0.0684,0.6,0.825
2008,32,2,Middle Summer,5,0.28,0.0683,0.171,0.396
2008,32,2,UppKoy+Main,7,0.231,0.0681,0.123,0.348
2008,32,2,Tanana Summer,8,0.048,0.03,0,0.099
2008,32,2,Total Fall,9,0.004,0.0056,0,0.015
2008,32,2,Tanana Fall,10,0.001,0.0034,0,0.007
2008,32,2,Border US,11,0.001,0.003,0,0.006
2008,32,2,Border CA,12,0.001,0.0026,0,0.006
2008,32,2,Porcupine CA,13,0,0.0024,0,0.001
2008,32,2,Mainstem CA,14,0.001,0.0011,0,0.005
2008,32,2,Upper Canada,1,0.001,0.002,0,0.004
2008,32,2,White UC,3,0,0.0016,0,0.002
2008,32,2,Teslin UC,6,0,0.0013,0,0.001
2008,32,2,Fall US,15,0.002,0.0046,0,0.011
2008,32,2,Mainstem+Upper CA,16,0.002,0.0031,0,0
2008,32,2,Border US+Canada,17,0.003,0.0045,0,0.012
2008,32,2,Total USA,18,0.998,0.0033,0.992,1
2008,32,2,Total Canada,19,0.002,0.0033,0,0.008
2008,33,3,Total Summer,2,0.992,0.0103,0.97,1
2008,33,3,Lower Summer,4,0.684,0.0764,0.558,0.81
2008,33,3,Middle Summer,5,0.308,0.0767,0.182,0.435
2008,33,3,UppKoy+Main,7,0.298,0.0789,0.169,0.429
2008,33,3,Tanana Summer,8,0.01,0.0185,0,0.052
2008,33,3,Total Fall,9,0.008,0.0103,0,0.03
2008,33,3,Tanana Fall,10,0.001,0.004,0,0.008
2008,33,3,Border US,11,0.004,0.0081,0,0.022
2008,33,3,Border CA,12,0.002,0.0045,0,0.011
2008,33,3,Porcupine CA,13,0.001,0.0037,0,0.003
2008,33,3,Mainstem CA,14,0.001,0.0026,0,0.008
2008,33,3,Upper Canada,1,0.001,0.0023,0,0.004
2008,33,3,White UC,3,0,0.0016,0,0.003
2008,33,3,Teslin UC,6,0,0.0016,0,0.001
2008,33,3,Fall US,15,0.005,0.0091,0,0.025
2008,33,3,Mainstem+Upper CA,16,0.002,0.0044,0,0.011
2008,33,3,Border US+Canada,17,0.007,0.0094,0,0.027
2008,33,3,Total USA,18,0.997,0.0051,0.987,1
2008,33,3,Total Canada,19,0.003,0.0051,0,0.013
2008,34,4,Total Summer,2,0.992,0.0094,0.973,1
2008,34,4,Lower Summer,4,0.912,0.0575,0.799,0.986
2008,34,4,Middle Summer,5,0.081,0.0584,0.004,0.195
2008,34,4,UppKoy+Main,7,0.06,0.0586,0,0.176
2008,34,4,Tanana Summer,8,0.021,0.0228,0,0.065
2008,34,4,Total Fall,9,0.008,0.0094,0,0.027
2008,34,4,Tanana Fall,10,0.002,0.0045,0,0.01
2008,34,4,Border US,11,0.002,0.0046,0,0.01
2008,34,4,Border CA,12,0.003,0.0068,0,0.018
2008,34,4,Porcupine CA,13,0,0.0067,0,0.001
2008,34,4,Mainstem CA,14,0.003,0.0012,0,0.017
2008,34,4,Upper Canada,1,0.001,0.0018,0,0.004
2008,34,4,White UC,3,0,0.0015,0,0.002
2008,34,4,Teslin UC,6,0,0.0011,0,0.001
2008,34,4,Fall US,15,0.004,0.0065,0,0.017
2008,34,4,Mainstem+Upper CA,16,0.004,0.007,0,0.018
2008,34,4,Border US+Canada,17,0.006,0.0084,0,0.023
2008,34,4,Total USA,18,0.996,0.0071,0.981,1
2008,34,4,Total Canada,19,0.004,0.0071,0,0.019
2008,35,5,Total Summer,2,0.959,0.0307,0.901,0.999
2008,35,5,Lower Summer,4,0.643,0.0695,0.525,0.753
2008,35,5,Middle Summer,5,0.316,0.0744,0.199,0.443
2008,35,5,UppKoy+Main,7,0.215,0.0773,0.098,0.351
2008,35,5,Tanana Summer,8,0.101,0.043,0.032,0.175
2008,35,5,Total Fall,9,0.041,0.0307,0.001,0.099
2008,35,5,Tanana Fall,10,0.016,0.0236,0,0.067
2008,35,5,Border US,11,0.02,0.0237,0,0.068
2008,35,5,Border CA,12,0.004,0.0081,0,0.02
2008,35,5,Porcupine CA,13,0.001,0.0068,0,0.006
2008,35,5,Mainstem CA,14,0.003,0.0045,0,0.016
2008,35,5,Upper Canada,1,0.001,0.0032,0,0.007
2008,35,5,White UC,3,0.001,0.0025,0,0.004
2008,35,5,Teslin UC,6,0,0.002,0,0.002
2008,35,5,Fall US,15,0.036,0.0306,0,0.094
2008,35,5,Mainstem+Upper CA,16,0.004,0.0076,0,0.019
2008,35,5,Border US+Canada,17,0.025,0.0243,0,0.073
2008,35,5,Total USA,18,0.995,0.0088,0.977,1
2008,35,5,Total Canada,19,0.005,0.0088,0,0.023
2008,36,6,Total Summer,2,0.837,0.0422,0.764,0.903
2008,36,6,Lower Summer,4,0.644,0.0709,0.522,0.754
2008,36,6,Middle Summer,5,0.193,0.073,0.082,0.321
2008,36,6,UppKoy+Main,7,0.078,0.0666,0,0.201
2008,36,6,Tanana Summer,8,0.115,0.0431,0.05,0.192
2008,36,6,Total Fall,9,0.163,0.0422,0.097,0.236
2008,36,6,Tanana Fall,10,0.009,0.0177,0,0.048
2008,36,6,Border US,11,0.11,0.0506,0.027,0.195
2008,36,6,Border CA,12,0.043,0.0412,0,0.122
2008,36,6,Porcupine CA,13,0.013,0.034,0,0.068
2008,36,6,Mainstem CA,14,0.031,0.0243,0,0.098
2008,36,6,Upper Canada,1,0.001,0.003,0,0.006
2008,36,6,White UC,3,0.001,0.0022,0,0.003
2008,36,6,Teslin UC,6,0,0.0021,0,0.002
2008,36,6,Fall US,15,0.119,0.051,0.036,0.205
2008,36,6,Mainstem+Upper CA,16,0.032,0.0341,0,0.099
2008,36,6,Border US+Canada,17,0.154,0.0421,0.088,0.227
2008,36,6,Total USA,18,0.956,0.0413,0.877,1
2008,36,6,Total Canada,19,0.044,0.0413,0,0.123
2008,37,7,Total Summer,2,0.73,0.042,0.66,0.799
2008,37,7,Lower Summer,4,0.334,0.0614,0.236,0.439
2008,37,7,Middle Summer,5,0.396,0.0666,0.286,0.506
2008,37,7,UppKoy+Main,7,0.125,0.0656,0.009,0.234
2008,37,7,Tanana Summer,8,0.271,0.0472,0.195,0.351
2008,37,7,Total Fall,9,0.27,0.042,0.201,0.34
2008,37,7,Tanana Fall,10,0.003,0.0071,0,0.017
2008,37,7,Border US,11,0.184,0.0557,0.084,0.269
2008,37,7,Border CA,12,0.031,0.038,0,0.108
2008,37,7,Porcupine CA,13,0.026,0.0112,0,0.102
2008,37,7,Mainstem CA,14,0.005,0.0367,0,0.028
2008,37,7,Upper Canada,1,0.052,0.0177,0.026,0.084
2008,37,7,White UC,3,0.051,0.0172,0.026,0.082
2008,37,7,Teslin UC,6,0.001,0.0041,0,0.007
2008,37,7,Fall US,15,0.187,0.0556,0.087,0.272
2008,37,7,Mainstem+Upper CA,16,0.057,0.0206,0.028,0.094
2008,37,7,Border US+Canada,17,0.267,0.042,0.199,0.337
2008,37,7,Total USA,18,0.917,0.0403,0.838,0.967
2008,37,7,Total Canada,19,0.083,0.0403,0.033,0.162
2008,38,8,Total Summer,2,0.154,0.0492,0.74,0.237
2008,38,8,Lower Summer,4,0.053,0.0281,0.006,0.101
2008,38,8,Middle Summer,5,0.1,0.0534,0.007,0.191
2008,38,8,UppKoy+Main,7,0.094,0.0555,0,0.187
2008,38,8,Tanana Summer,8,0.006,0.0158,0,0.041
2008,38,8,Total Fall,9,0.846,0.0492,0.763,0.926
2008,38,8,Tanana Fall,10,0.111,0.0544,0.003,0.2
2008,38,8,Border US,11,0.389,0.0781,0.265,0.521
2008,38,8,Border CA,12,0.208,0.064,0.105,0.316
2008,38,8,Porcupine CA,13,0.004,0.0641,0,0.027
2008,38,8,Mainstem CA,14,0.204,0.0142,0.101,0.313
2008,38,8,Upper Canada,1,0.138,0.0268,0.097,0.185
2008,38,8,White UC,3,0.138,0.0268,0.097,0.184
2008,38,8,Teslin UC,6,0,0.0018,0,0.002
2008,38,8,Fall US,15,0.5,0.0788,0.371,0.629
2008,38,8,Mainstem+Upper CA,16,0.342,0.0665,0.234,0.453
2008,38,8,Border US+Canada,17,0.735,0.0563,0.64,0.826
2008,38,8,Total USA,18,0.654,0.0663,0.543,0.762
2008,38,9,Total Canada,19,0.346,0.0663,0.238,0.457
2008,39,9,Total Summer,2,0.136,0.0366,0.081,0.202
2008,39,9,Lower Summer,4,0.087,0.0295,0.04,0.137
2008,39,9,Middle Summer,5,0.049,0.0362,0,0.116
2008,39,9,UppKoy+Main,7,0.017,0.0232,0,0.067
2008,39,9,Tanana Summer,8,0.033,0.0336,0,0.098
2008,39,9,Total Fall,9,0.864,0.0366,0.798,0.919
2008,39,9,Tanana Fall,10,0.135,0.0454,0.065,0.214
2008,39,9,Border US,11,0.354,0.0736,0.239,0.482
2008,39,9,Border CA,12,0.218,0.0649,0.112,0.327
2008,39,9,Porcupine CA,13,0.06,0.0669,0,0.188
2008,39,9,Mainstem CA,14,0.158,0.0674,0.044,0.266
2008,39,9,Upper Canada,1,0.156,0.0297,0.11,0.207
2008,39,9,White UC,3,0.156,0.0296,0.109,0.206
2008,39,9,Teslin UC,6,0,0.0018,0,0.002
2008,39,9,Fall US,15,0.49,0.0716,0.373,0.61
2008,39,9,Mainstem+Upper CA,16,0.314,0.0729,0.188,0.429
2008,39,9,Border US+Canada,17,0.728,0.0508,0.641,0.809
2008,39,9,Total USA,18,0.626,0.0664,0.517,0.737
2008,39,9,Total Canada,19,0.374,0.0664,0.263,0.483
2008,40,10,Total Summer,2,0.047,0.0252,0.012,0.093
2008,40,10,Lower Summer,4,0.014,0.0165,0,0.048
2008,40,10,Middle Summer,5,0.033,0.0267,0,0.082
2008,40,10,UppKoy+Main,7,0.03,0.0259,0,0.078
2008,40,10,Tanana Summer,8,0.003,0.0086,0,0.018
2008,40,10,Total Fall,9,0.953,0.0252,0.907,0.988
2008,40,10,Tanana Fall,10,0.24,0.0447,0.168,0.315
2008,40,10,Border US,11,0.291,0.0689,0.179,0.406
2008,40,10,Border CA,12,0.241,0.0611,0.146,0.347
2008,40,10,Porcupine CA,13,0.014,0.0557,0,0.085
2008,40,10,Mainstem CA,14,0.227,0.03,0.139,0.323
2008,40,10,Upper Canada,1,0.181,0.032,0.131,0.236
2008,40,10,White UC,3,0.181,0.0319,0.131,0.236
2008,40,10,Teslin UC,6,0,0.002,0,0.002
2008,40,10,Fall US,15,0.531,0.069,0.415,0.641
2008,40,10,Mainstem+Upper CA,16,0.408,0.0597,0.312,0.508
2008,40,10,Border US+Canada,17,0.714,0.0458,0.637,0.788
2008,40,10,Total USA,18,0.577,0.0643,0.468,0.68
2008,40,10,Total Canada,19,0.423,0.0643,0.32,0.532
2008,41,11,Total Summer,2,0.041,0.0193,0.013,0.088
2008,41,11,Lower Summer,4,0.033,0.0149,0.01,0.067
2008,41,11,Middle Summer,5,0.008,0.0132,0,0.048
2008,41,11,UppKoy+Main,7,0.004,0.0098,0,0.035
2008,41,11,Tanana Summer,8,0.004,0.0093,0,0.034
2008,41,11,Total Fall,9,0.959,0.0193,0.912,0.987
2008,41,11,Tanana Fall,10,0.354,0.0506,0.258,0.455
2008,41,11,Border US,11,0.374,0.0699,0.238,0.506
2008,41,11,Border CA,12,0.054,0.0468,0,0.16
2008,41,11,Porcupine CA,13,0.028,0.0394,0,0.13
2008,41,11,Mainstem CA,14,0.026,0.0368,0,0.123
2008,41,11,Upper Canada,1,0.177,0.0318,0.119,0.243
2008,41,11,White UC,3,0.176,0.0315,0.118,0.241
2008,41,11,Teslin UC,6,0.001,0.0042,0,0.015
2008,41,11,Fall US,15,0.728,0.0575,0.605,0.827
2008,41,11,Mainstem+Upper CA,16,0.203,0.0487,0.126,0.315
2008,41,11,Border US+Canada,17,0.605,0.051,0.504,0.704
2008,41,11,Total USA,18,0.769,0.0558,0.65,0.863
2008,41,11,Total Canada,19,0.231,0.0558,0.137,0.35
2008,42,12,Total Summer,2,0.0814,0.0308,0.028,0.148
2008,42,12,Lower Summer,4,0.0225,0.0167,0,0.062
2008,42,12,Middle Summer,5,0.0587,0.029,0.008,0.124
2008,42,12,UppKoy+Main,7,0.0104,0.0188,0,0.067
2008,42,12,Tanana Summer,8,0.0483,0.0277,0,0.107
2008,42,12,Total Fall,9,0.9186,0.0308,0.852,0.972
2008,42,12,Tanana Fall,10,0.4046,0.0471,0.314,0.497
2008,42,12,Border US,11,0.229,0.0567,0.122,0.343
2008,42,12,Border CA,12,0.1033,0.0498,0.001,0.205
2008,42,12,Porcupine CA,13,0.0017,0.0066,0,0.023
2008,42,12,Mainstem CA,14,0.1016,0.0497,0.001,0.203
2008,42,12,Upper Canada,1,0.1816,0.0355,0.117,0.255
2008,42,12,White UC,3,0.1509,0.0288,0.099,0.212
2008,42,12,Teslin UC,6,0.0306,0.0221,0,0.079
2008,42,12,Fall US,15,0.6335,0.0589,0.519,0.751
2008,42,12,Mainstem+Upper CA,16,0.2833,0.0548,0.174,0.392
2008,42,12,Border US+Canada,17,0.514,0.0497,0.417,0.611
2008,42,12,Total USA,18,0.7149,0.0548,0.607,0.824
2008,42,12,Total Canada,19,0.285,0.0548,0.175,0.393
2009,43,1,Total Summer,2,0.989,0.01409,0.948,1
2009,43,1,Lower Summer,4,0.599,0.08958,0.425,0.776
2009,43,1,Middle Summer,5,0.389,0.09007,0.211,0.563
2009,43,1,UppKoy+Main,7,0.385,0.09102,0.205,0.562
2009,43,1,Tanana Summer,8,0.004,0.01079,0,0.037
2009,43,1,Total Fall,9,0.011,0.0141,0,0.0052
2009,43,1,Tanana Fall,10,0.006,0.01154,0,0.042
2009,43,1,Border US,11,0.002,0.00603,0,0.019
2009,43,1,Border CA,12,0.003,0.00579,0,0.021
2009,43,1,Porcupine CA,13,0,0.00149,0,0.003
2009,43,1,Mainstem CA,14,0.002,0.00558,0,0.02
2009,43,1,Upper Canada,1,0.001,0.00211,0,0.007
2009,43,1,White UC,3,0.001,0.0017,0,0.005
2009,43,1,Teslin UC,6,0,0.0013,0,0.003
2009,43,1,Fall US,15,0.008,0.01291,0,0.047
2009,43,1,Mainstem+Upper CA,16,0.003,0.00593,0,0.021
2009,43,1,Border US+Canada,17,0.006,0.00864,0,0.031
2009,43,1,Total USA,18,0.997,0.00613,0.978,1
2009,43,1,Total Canada,19,0.003,0.00613,0,0.022
2009,44,2,Total Summer,2,0.99,0.00982,0.965,1
2009,44,2,Lower Summer,4,0.933,0.05504,0.801,0.995
2009,44,2,Middle Summer,5,0.056,0.05522,0,0.19
2009,44,2,UppKoy+Main,7,0.056,0.05516,0,0.19
2009,44,2,Tanana Summer,8,0.004,0.00871,0,0.031
2009,44,2,Total Fall,9,0.01,0.00982,0,0.035
2009,44,2,Tanana Fall,10,0.003,0.00556,0,0.02
2009,44,2,Border US,11,0.004,0.00651,0,0.023
2009,44,2,Border CA,12,0.003,0.00557,0,0.02
2009,44,2,Porcupine CA,13,0,0.00154,0,0.004
2009,44,2,Mainstem CA,14,0.003,0.00539,0,0.02
2009,44,2,Upper Canada,1,0.001,0.00188,0,0.006
2009,44,2,White UC,3,0.001,0.00139,0,0.004
2009,44,2,Teslin UC,6,0,0.00131,0,0.003
2009,44,2,Fall US,15,0.006,0.00837,0,0.029
2009,44,2,Mainstem+Upper CA,16,0.003,0.00566,0,0.021
2009,44,2,Border US+Canada,17,0.007,0.00852,0,0.03
2009,44,2,Total USA,18,0.996,0.00582,0.979,1
2009,44,2,Total Canada,19,0.004,0.00584,0,0.021
2009,45,3,Total Summer,2,0.995,0.00667,0.976,1
2009,45,3,Lower Summer,4,0.919,0.02625,0.861,0.963
2009,45,3,Middle Summer,5,0.076,0.02604,0.031,0.134
2009,45,3,UppKoy+Main,7,0.01,0.01791,0,0.064
2009,45,3,Tanana Summer,8,0.066,0.02324,0.023,0.114
2009,45,3,Total Fall,9,0.005,0.00667,0,0.023
2009,45,3,Tanana Fall,10,0.002,0.00433,0,0.014
2009,45,3,Border US,11,0.002,0.00362,0,0.012
2009,45,3,Border CA,12,0.001,0.00292,0,0.01
2009,45,3,Porcupine CA,13,0,0.00105,0,0.002
2009,45,3,Mainstem CA,14,0.001,0.00275,0,0.009
2009,45,3,Upper Canada,1,0,0.00164,0,0.005
2009,45,3,White UC,3,0,0.00103,0,0.003
2009,45,3,Teslin UC,6,0,0.00132,0,0.003
2009,45,3,Fall US,15,0.004,0.00569,0,0.02
2009,45,3,Mainstem+Upper CA,16,0.001,0.00321,0,0.012
2009,45,3,Border US+Canada,17,0.004,0.00496,0,0.017
2009,45,3,Total USA,18,0.998,0.00335,0.988,1
2009,45,3,Total Canada,19,0.002,0.00336,0,0.012
2009,46,4,Total Summer,2,0.996,0.00508,0.982,1
2009,46,4,Lower Summer,4,0.84,0.07017,0.687,0.939
2009,46,4,Middle Summer,5,0.156,0.07012,0.057,0.309
2009,46,4,UppKoy+Main,7,0.075,0.0726,0,0.238
2009,46,4,Tanana Summer,8,0.081,0.02489,0.035,0.132
2009,46,4,Total Fall,9,0.004,0.00508,0,0.018
2009,46,4,Tanana Fall,10,0.001,0.00245,0,0.008
2009,46,4,Border US,11,0.001,0.00325,0,0.011
2009,46,4,Border CA,12,0.001,0.00208,0,0.007
2009,46,4,Porcupine CA,13,0,0.00087,0,0.002
2009,46,4,Mainstem CA,14,0.001,0.00192,0,0.007
2009,46,4,Upper Canada,1,0.001,0.00217,0,0.007
2009,46,4,White UC,3,0,0.00097,0,0.003
2009,46,4,Teslin UC,6,0.001,0.00198,0,0.007
2009,46,4,Fall US,15,0.002,0.00405,0,0.014
2009,46,4,Mainstem+Upper CA,16,0.002,0.00289,0,0.01
2009,46,4,Border US+Canada,17,0.003,0.00443,0,0.016
2009,46,4,Total USA,18,0.998,0.003,0.989,1
2009,46,4,Total Canada,19,0.002,0.003,0,0.011
2009,47,5,Total Summer,2,0.966,0.01512,0.931,0.99
2009,47,5,Lower Summer,4,0.814,0.04762,0.71,0.894
2009,47,5,Middle Summer,5,0.152,0.04726,0.075,0.257
2009,47,5,UppKoy+Main,7,0.045,0.04626,0,0.158
2009,47,5,Tanana Summer,8,0.107,0.03194,0.047,0.173
2009,47,5,Total Fall,9,0.034,0.01512,0.01,0.069
2009,47,5,Tanana Fall,10,0.002,0.0054,0,0.018
2009,47,5,Border US,11,0.003,0.00623,0,0.023
2009,47,5,Border CA,12,0.028,0.01386,0.004,0.059
2009,47,5,Porcupine CA,13,0.001,0.00372,0,0.013
2009,47,5,Mainstem CA,14,0.027,0.01393,0.002,0.058
2009,47,5,Upper Canada,1,0.001,0.00217,0,0.007
2009,47,5,White UC,3,0.001,0.00138,0,0.004
2009,47,5,Teslin UC,6,0,0.00171,0,0.004
2009,47,5,Fall US,15,0.005,0.00816,0,0.029
2009,47,5,Mainstem+Upper CA,16,0.028,0.01407,0.002,0.059
2009,47,5,Border US+Canada,17,0.032,0.01417,0.009,0.064
2009,47,5,Total USA,18,0.971,0.01398,0.94,0.995
2009,47,5,Total Canada,19,0.029,0.01398,0.004,0.06
2009,48,6,Total Summer,2,0.957,0.04338,0.848,1
2009,48,6,Lower Summer,4,0.778,0.0731,0.619,0.903
2009,48,6,Middle Summer,5,0.178,0.07392,0.057,0.348
2009,48,6,UppKoy+Main,7,0.036,0.05862,0,0.211
2009,48,6,Tanana Summer,8,0.142,0.06275,0.025,0.273
2009,48,6,Total Fall,9,0.043,0.04339,0,0.152
2009,48,6,Tanana Fall,10,0.007,0.01657,0,0.059
2009,48,6,Border US,11,0.031,0.0398,0,0.135
2009,48,6,Border CA,12,0.003,0.00782,0,0.025
2009,48,6,Porcupine CA,13,0.001,0.0036,0,0.007
2009,48,6,Mainstem CA,14,0.003,0.00695,0,0.022
2009,48,6,Upper Canada,1,0.002,0.00463,0,0.015
2009,48,6,White UC,3,0.001,0.00392,0,0.011
2009,48,6,Teslin UC,6,0.001,0.00248,0,0.006
2009,48,6,Fall US,15,0.039,0.04279,0,0.147
2009,48,6,Mainstem+Upper CA,16,0.004,0.00841,0,0.028
2009,48,6,Border US+Canada,17,0.036,0.04048,0,0.142
2009,48,6,Total USA,18,0.995,0.00911,0.968,1
2009,48,6,Total Canada,19,0.005,0.00912,0,0.031
2009,49,7,Total Summer,2,0.859,0.05315,0.744,0.949
2009,49,7,Lower Summer,4,0.535,0.09829,0.32,0.709
2009,49,7,Middle Summer,5,0.324,0.09824,0.159,0.542
2009,49,7,UppKoy+Main,7,0.106,0.0992,0,0.346
2009,49,7,Tanana Summer,8,0.218,0.06912,0.091,0.362
2009,49,7,Total Fall,9,0.141,0.05315,0.05,0.256
2009,49,7,Tanana Fall,10,0.003,0.00893,0,0.028
2009,49,7,Border US,11,0.08,0.05818,0,0.208
